audioID,speakerID,gender,grade,paragraphID,manualTranscript,SNR_dB
4a25f_EN-OL-RC-426_1,4a25f,Male,4,1,bears are found in europe asia africa and america they have big बॉळीज which short tails and thick legs polar bears which live in the coldest part of the world usually eat fish and seals when kept in cages or in zoos बेहस like to eat meat vegetables milk and rice बेहस are not quite as dangerous as we think they are like most animals they will do their best to keep away from us,96.62
4a16f_EN-OL-RC-426_2,4a16f,Female,4,2,in the colder part of the world bears हायबरनेट for from ऑक्टोमबर to april before हायबरनेटिंग they eat a lot of food and become fat अल though bears have very poor eyesight and hearing they can smell very well and are very clever at the zoo you may have notice how cleverly they big bag for biscuit and nuts by sitting up and holding out their पा,89.78
4c17g_EN-OL-RC-426_1,4c17g,Female,4,1,beers are found in europe asia africa and america they have been bodies with short tails and thick legs polar पिअर्स which live in the coldest part of the world usually eat fish and seals when kept in cages or in zoos beers like to eat meat vegetables milk and rice bears are not quite as danger as we think they are like most animals they will do their best to keep away from us,82.24
4a47k_EN-OL-RC-426_2,4a47k,Male,4,2,in the colder part of the world beers हायब्रेंट from october to april before हायब्रेंट हायब्रेंटिंग they eat a lot of food and become fat अल अँथोक beers have very poor eye टे सइत and हरिंग हरिंग they can small very वो well and are very क्युअल अँ at the zoo you may have noting how cleverly they बे beg for be be केट and they sitting up and holding out their पौ,89.56
4b40k_EN-OL-RC-426_1,4b40k,Male,4,1,beers are found in europe अशिया अफ्रिका and america they have big bodies with short tails and thick legs polar bears which live in the coldest part of the world eat fish and seals when किप्ट in cages or in zoos beer like to eat meat vegetable milk and rice bears are not quite as dangerous as we think they are like mostly animal they will do their,83.73
4a7j_EN-OL-RC-426_2,4a7j,Male,4,2,in the coldest part of the of the world bear hibernate from october to april before hibernating they eat a lot of food and become fat although a although beers have very poor eye set and hearing they can smell very well and her very clever at the zoo you may have notice how cleverly they bag a biscuit biscuits and nuts by सट sitting up and holding out their paws,92.94
4b8k_EN-OL-RC-426_1,4b8k,Male,4,1,beers are found in एक्रोप asia africa and america they have big bodies with short tails and thick legs polar beers which live in the coldest part of the world use ली eat fish and snails when किप्ट in cages or in zoo beers like to eat meat vegetables milk and rice beers are not quite have dangerous have we think they are like most animal they will do their,96.83
4a34f_EN-OL-RC-426_1,4a34f,Male,4,1,are found is in europe asia africa and america there have big bones with shorts tails and stick legs polar bear which live in the cold part of the world usually eat fish and seals sale when keep in cage or in जुज bear like to eat eat vegetable milk and rice bear are not quit as dangerous as we think they are like most animals they will do the their best to keep away from us,96.67
4b36k_EN-OL-RC-426_2,4b36k,Male,4,2,in the colder part of the world beers hibernate from october to april before hibernating they eat a lot of food an become fat although beers have very poor eye and hearing they can small very well and are very clever at the zoo you main have noticed how केल्व clay cleverly they beg for बीस biscuit HS and nuts by sitting up and holding out their park for,93.33
4b10a_EN-OL-RC-426_1,4b10a,Female,4,1,bears are found in europe asia africa and america they have big bodies with short tails and thick legs polar bears which live in the coldest part of the world usually eat fish and seals when kept in cages or in zoos bears like to eat meat seals meal meat vegetables milk and rice bears are not quite as dangerous as we think they are like most animals they will do their best to keep away from us,66.32
4a18a_EN-OL-RC-426_1,4a18a,Female,4,1,beers beers are found in europe asia africa and america they have big bodies with short tail and thick legs polar बीयल beer which live in coldest part of the world usually eat fish and seals when किप्ड the cat catch a or in थी zoos beer like to eat meat vegetables milk and rice beers are not quite as the died rose and we think they are like most animal animals they will do their best to keep अलू अँलो for us,71.09
4a31f_EN-OL-RC-426_1,4a31f,Male,4,1,beers are found in europe asia africa and america they have big bodies with short tail and think leg पोलार beer which live in the coldest part of the world युजली eat fish and seals when किप्ट in cages or in zoos beer like to eat meat vegetable milk and rice bears are not क्युक्ट क्युक आस dangerous us we think they are like most animal they will do their best to keep away for us,95.13
